,Leave Date,Depart Time (Leg 1),Airline(s),Travel Time,Origin,Destination,Price ($)
0,2023-04-17,10:45 PM,VietJet Air,2 hr 10 min,SGN,HAN,HB 2805

0,2023-04-17,10:45 PM,VietJet Air,2 hr 10 min,SGN,HAN,HB 2805
1,2023-04-17,10:50 PM,VietJet Air,2 hr 10 min,SGN,HAN,HB 2805
2,2023-04-17,9:45 AM,VietJet Air,2 hr 10 min,SGN,HAN,HB 3211
3,2023-04-17,6:45 PM,VietJet Air,2 hr 10 min,SGN,HAN,HB 2891
4,2023-04-17,8:00 PM,VietJet Air,2 hr 10 min,SGN,HAN,HB 2891
5,2023-04-17,10:20 PM,VietJet Air,2 hr 10 min,SGN,HAN,HB 2891
6,2023-04-17,10:10 AM,VietJet Air,2 hr 10 min,SGN,HAN,HB 3211
7,2023-04-17,2:40 PM,VietJet Air,2 hr 15 min,SGN,HAN,HB 3211
8,2023-04-17,3:30 PM,VietJet Air,2 hr 10 min,SGN,HAN,HB 3211
9,2023-04-17,6:00 PM,VietJet Air,2 hr 10 min,SGN,HAN,HB 3211
10,2023-04-17,6:30 PM,VietJet Air,2 hr 10 min,SGN,HAN,HB 3211
11,2023-04-17,8:10 PM,VietJet Air,2 hr 10 min,SGN,HAN,HB 3211
12,2023-04-17,2:00 PM,VietJet Air,2 hr 10 min,SGN,HAN,HB 3385
13,2023-04-17,8:45 AM,VietJet Air,2 hr 10 min,SGN,HAN,HB 3536
14,2023-04-17,12:30 PM,VietJet Air,2 hr 10 min,SGN,HAN,HB 4107
15,2023-04-17,8:40 PM,Bamboo Airways,2 hr 10 min,SGN,HAN,HB 4271
16,2023-04-17,9:15 PM,Bamboo Airways,2 hr 10 min,SGN,HAN,HB 4271
17,2023-04-17,6:35 PM,Bamboo Airways,2 hr 10 min,SGN,HAN,HB 4575
18,2023-04-17,10:10 PM,Bamboo Airways,2 hr 10 min,SGN,HAN,HB 4575
19,2023-04-17,6:40 AM,Vietnam AirlinesOperated by Pacific Airlines,2 hr,SGN,HAN,HB 4756
20,2023-04-17,7:25 AM,Vietnam AirlinesOperated by Pacific Airlines,2 hr 15 min,SGN,HAN,HB 4756
21,2023-04-17,12:15 PM,Vietnam AirlinesOperated by Pacific Airlines,2 hr 20 min,SGN,HAN,HB 4756
22,2023-04-17,9:50 AM,Bamboo Airways,2 hr 10 min,SGN,HAN,HB 4926
23,2023-04-17,10:40 AM,Bamboo Airways,2 hr 10 min,SGN,HAN,HB 4926
24,2023-04-17,12:50 PM,Bamboo Airways,2 hr 10 min,SGN,HAN,HB 4926
25,2023-04-17,5:10 PM,Bamboo Airways,2 hr 10 min,SGN,HAN,HB 4926
26,2023-04-17,7:55 AM,VietJet Air,2 hr 10 min,SGN,HAN,HB 4954
27,2023-04-17,8:00 PM,Vietnam Airlines,2 hr 15 min,SGN,HAN,HB 5012
28,2023-04-17,8:50 PM,Vietnam Airlines,2 hr 15 min,SGN,HAN,HB 5012
29,2023-04-17,9:00 PM,Vietnam Airlines,2 hr 15 min,SGN,HAN,HB 5012
30,2023-04-17,10:00 PM,Vietnam Airlines,2 hr 10 min,SGN,HAN,HB 5012
31,2023-04-17,11:00 PM,Vietnam Airlines,2 hr 15 min,SGN,HAN,HB 5012
32,2023-04-17,7:20 AM,Bamboo Airways,2 hr 10 min,SGN,HAN,HB 5310
33,2023-04-17,2:20 PM,Bamboo Airways,2 hr 10 min,SGN,HAN,HB 5310
34,2023-04-17,3:35 PM,Vietnam Airlines,2 hr 10 min,SGN,HAN,HB 5316
35,2023-04-17,5:35 PM,Vietnam Airlines,2 hr 10 min,SGN,HAN,HB 5316
36,2023-04-17,6:00 PM,Vietnam Airlines,2 hr 15 min,SGN,HAN,HB 5316
37,2023-04-17,7:55 PM,Vietnam Airlines,2 hr 15 min,SGN,HAN,HB 5316
38,2023-04-17,2:25 PM,Vietnam AirlinesOperated by Pacific Airlines,2 hr 5 min,SGN,HAN,HB 5444
39,2023-04-17,11:00 AM,Vietnam Airlines,2 hr 15 min,SGN,HAN,HB 5620
40,2023-04-17,12:00 PM,Vietnam Airlines,2 hr 15 min,SGN,HAN,HB 5620
41,2023-04-17,1:00 PM,Vietnam Airlines,2 hr 15 min,SGN,HAN,HB 5620
42,2023-04-17,4:00 PM,Vietnam Airlines,2 hr 15 min,SGN,HAN,HB 5620
43,2023-04-17,5:00 PM,Vietnam Airlines,2 hr 15 min,SGN,HAN,HB 5620
44,2023-04-17,7:00 PM,Vietnam Airlines,2 hr 15 min,SGN,HAN,HB 5620
45,2023-04-17,5:55 AM,Bamboo Airways,2 hr 10 min,SGN,HAN,HB 5726
46,2023-04-17,10:30 AM,Vietnam AirlinesOperated by Pacific Airlines,2 hr 10 min,SGN,HAN,HB 5843
47,2023-04-17,6:15 PM,Vietnam AirlinesOperated by Pacific Airlines,2 hr,SGN,HAN,HB 5843
48,2023-04-17,8:30 PM,Vietnam AirlinesOperated by Pacific Airlines,2 hr,SGN,HAN,HB 5843
49,2023-04-17,9:00 AM,Vietnam Airlines,2 hr 20 min,SGN,HAN,HB 5923
50,2023-04-17,10:00 AM,Vietnam Airlines,2 hr 15 min,SGN,HAN,HB 5923
51,2023-04-17,5:00 AM,Vietnam Airlines,2 hr 15 min,SGN,HAN,HB 6195
52,2023-04-17,2:00 PM,Vietnam Airlines,2 hr 15 min,SGN,HAN,HB 6195
0,2023-04-17,11:30 PM,Bamboo Airways,2 hr 10 min,HAN,SGN,HB 3442
1,2023-04-17,6:45 PM,Vietnam AirlinesOperated by Pacific Airlines,2 hr 15 min,HAN,SGN,HB 3504
2,2023-04-17,9:00 PM,VietJet Air,2 hr 10 min,HAN,SGN,HB 3707
3,2023-04-17,8:00 PM,Vietnam Airlines,2 hr 15 min,HAN,SGN,HB 3760
4,2023-04-17,8:30 PM,Vietnam Airlines,2 hr 25 min,HAN,SGN,HB 3760
5,2023-04-17,9:00 PM,Vietnam Airlines,2 hr 15 min,HAN,SGN,HB 3760
6,2023-04-17,11:00 PM,Vietnam Airlines,2 hr 25 min,HAN,SGN,HB 3760
7,2023-04-17,8:20 PM,Bamboo Airways,2 hr 15 min,HAN,SGN,HB 3805
8,2023-04-17,8:30 PM,Bamboo Airways,2 hr 10 min,HAN,SGN,HB 3805
9,2023-04-17,9:20 PM,Bamboo Airways,2 hr 10 min,HAN,SGN,HB 3805
10,2023-04-17,7:35 PM,Vietnam AirlinesOperated by Pacific Airlines,2 hr 15 min,HAN,SGN,HB 3824
11,2023-04-17,11:00 PM,VietJet Air,2 hr 10 min,HAN,SGN,HB 3858
12,2023-04-17,6:20 PM,VietJet Air,2 hr 10 min,HAN,SGN,HB 3977
13,2023-04-17,4:55 PM,Vietnam Airlines,2 hr 15 min,HAN,SGN,HB 4064
14,2023-04-17,5:10 PM,Vietnam Airlines,2 hr 15 min,HAN,SGN,HB 4064
15,2023-04-17,10:00 PM,Vietnam Airlines,2 hr 15 min,HAN,SGN,HB 4064
16,2023-04-17,9:35 PM,VietJet Air,2 hr 10 min,HAN,SGN,HB 4107
17,2023-04-17,10:50 PM,VietJet Air,2 hr 10 min,HAN,SGN,HB 4107
18,2023-04-17,5:45 PM,Bamboo Airways,2 hr 15 min,HAN,SGN,HB 4157
19,2023-04-17,7:10 PM,Bamboo Airways,2 hr 10 min,HAN,SGN,HB 4157
20,2023-04-17,5:55 PM,VietJet Air,2 hr 10 min,HAN,SGN,HB 4345
21,2023-04-17,6:00 PM,Vietnam Airlines,2 hr 15 min,HAN,SGN,HB 4368
22,2023-04-17,12:30 PM,VietJet Air,2 hr 10 min,HAN,SGN,HB 4537
23,2023-04-17,3:05 PM,VietJet Air,2 hr 10 min,HAN,SGN,HB 4537
24,2023-04-17,3:35 PM,VietJet Air,2 hr 10 min,HAN,SGN,HB 4537
25,2023-04-17,8:00 PM,VietJet Air,2 hr 10 min,HAN,SGN,HB 4537
26,2023-04-17,2:35 PM,Bamboo Airways,2 hr 20 min,HAN,SGN,HB 4541
27,2023-04-17,9:25 AM,Vietnam AirlinesOperated by Pacific Airlines,2 hr 20 min,HAN,SGN,HB 4591
28,2023-04-17,8:00 AM,Vietnam Airlines,2 hr 15 min,HAN,SGN,HB 4671
29,2023-04-17,9:00 AM,Vietnam Airlines,2 hr 15 min,HAN,SGN,HB 4671
30,2023-04-17,11:00 AM,Vietnam Airlines,2 hr 15 min,HAN,SGN,HB 4671
31,2023-04-17,1:00 PM,Vietnam Airlines,2 hr 15 min,HAN,SGN,HB 4671
32,2023-04-17,3:00 PM,Vietnam Airlines,2 hr 15 min,HAN,SGN,HB 4671
33,2023-04-17,4:00 PM,Vietnam Airlines,2 hr 15 min,HAN,SGN,HB 4671
34,2023-04-17,5:10 AM,VietJet Air,2 hr 10 min,HAN,SGN,HB 4728
35,2023-04-17,6:00 AM,VietJet Air,2 hr 10 min,HAN,SGN,HB 4728
36,2023-04-17,1:20 PM,VietJet Air,2 hr 10 min,HAN,SGN,HB 4728
37,2023-04-17,2:00 PM,Vietnam Airlines,2 hr 15 min,HAN,SGN,HB 4943
38,2023-04-17,7:00 AM,VietJet Air,2 hr 10 min,HAN,SGN,HB 4954
39,2023-04-17,8:50 AM,VietJet Air,2 hr 10 min,HAN,SGN,HB 4954
40,2023-04-17,9:40 AM,VietJet Air,2 hr 10 min,HAN,SGN,HB 4954
41,2023-04-17,12:45 PM,Bamboo Airways,2 hr 15 min,HAN,SGN,HB 4956
42,2023-04-17,6:20 AM,Vietnam AirlinesOperated by Pacific Airlines,2 hr 30 min,HAN,SGN,HB 5023
43,2023-04-17,3:25 PM,Vietnam AirlinesOperated by Pacific Airlines,2 hr 15 min,HAN,SGN,HB 5023
44,2023-04-17,7:00 AM,Vietnam Airlines,2 hr 15 min,HAN,SGN,HB 5247
45,2023-04-17,10:00 AM,Vietnam Airlines,2 hr 15 min,HAN,SGN,HB 5247
46,2023-04-17,12:00 PM,Vietnam Airlines,2 hr 15 min,HAN,SGN,HB 5247
47,2023-04-17,5:35 AM,Bamboo Airways,2 hr 10 min,HAN,SGN,HB 5404
48,2023-04-17,10:45 AM,Bamboo Airways,2 hr 10 min,HAN,SGN,HB 5724
49,2023-04-17,7:20 AM,Bamboo Airways,2 hr 20 min,HAN,SGN,HB 6285
50,2023-04-17,5:00 AM,Vietnam Airlines,2 hr 15 min,HAN,SGN,HB 6491
51,2023-04-17,7:00 PM,Vietnam Airlines,2 hr 15 min,HAN,SGN,HB 6491
52,2023-04-17,6:00 AM,Vietnam Airlines,2 hr 15 min,HAN,SGN,HB 10747
0,2023-04-17,5:35 AM,VietJet Air,1 hr 20 min,SGN,DAD,HB 2808
1,2023-04-17,11:00 AM,VietJet Air,1 hr 20 min,SGN,DAD,HB 2936
2,2023-04-17,7:05 AM,Vietnam Airlines,1 hr 25 min,SGN,DAD,HB 3429
3,2023-04-17,6:20 PM,VietJet Air,1 hr 20 min,SGN,DAD,HB 2680
4,2023-04-17,7:45 PM,VietJet Air,1 hr 20 min,SGN,DAD,HB 2680
5,2023-04-17,8:35 PM,VietJet Air,1 hr 15 min,SGN,DAD,HB 2680
6,2023-04-17,4:05 PM,VietJet Air,1 hr 20 min,SGN,DAD,HB 2936
7,2023-04-17,3:40 PM,VietJet Air,1 hr 20 min,SGN,DAD,HB 3064
8,2023-04-17,1:30 PM,VietJet Air,1 hr 20 min,SGN,DAD,HB 3192
9,2023-04-17,8:40 PM,Vietnam Airlines,1 hr 30 min,SGN,DAD,HB 3237
10,2023-04-17,9:20 PM,Vietnam Airlines,1 hr 30 min,SGN,DAD,HB 3237
11,2023-04-17,10:25 PM,Vietnam Airlines,1 hr 30 min,SGN,DAD,HB 3237
12,2023-04-17,7:35 AM,Vietnam Airlines,1 hr 25 min,SGN,DAD,HB 3429
13,2023-04-17,7:50 PM,Vietnam Airlines,1 hr 30 min,SGN,DAD,HB 3429
14,2023-04-17,5:45 AM,Vietnam Airlines,1 hr 30 min,SGN,DAD,HB 3669
15,2023-04-17,7:10 PM,Vietnam Airlines,1 hr 30 min,SGN,DAD,HB 3669
16,2023-04-17,6:45 AM,Vietnam AirlinesOperated by Pacific Airlines,1 hr 20 min,SGN,DAD,HB 3685
17,2023-04-17,9:50 AM,VietJet Air,1 hr 15 min,SGN,DAD,HB 3879
18,2023-04-17,8:40 AM,Vietnam Airlines,1 hr 25 min,SGN,DAD,HB 4068
19,2023-04-17,1:45 PM,Vietnam AirlinesOperated by Pacific Airlines,1 hr 25 min,SGN,DAD,HB 4132
20,2023-04-17,9:50 AM,Vietnam Airlines,1 hr 30 min,SGN,DAD,HB 4276
21,2023-04-17,2:50 PM,Vietnam Airlines,1 hr 35 min,SGN,DAD,HB 4468
22,2023-04-17,3:55 PM,Vietnam Airlines,1 hr 30 min,SGN,DAD,HB 4676
0,2023-04-17,5:40 PM,VietJet Air,1 hr 25 min,DAD,SGN,HB 4263
1,2023-04-17,10:00 PM,Vietnam Airlines,1 hr 40 min,DAD,SGN,HB 4276
2,2023-04-17,10:40 AM,VietJet Air,1 hr 20 min,DAD,SGN,HB 4615
3,2023-04-17,10:25 PM,VietJet Air,1 hr 25 min,DAD,SGN,HB 3593
4,2023-04-17,9:45 PM,VietJet Air,1 hr 25 min,DAD,SGN,HB 3832
5,2023-04-17,6:05 PM,VietJet Air,1 hr 25 min,DAD,SGN,HB 4103
6,2023-04-17,3:25 PM,VietJet Air,1 hr 25 min,DAD,SGN,HB 4615
7,2023-04-17,9:20 PM,Vietnam Airlines,1 hr 45 min,DAD,SGN,HB 4676
8,2023-04-17,10:25 PM,Bamboo Airways,1 hr 30 min,DAD,SGN,HB 4715
9,2023-04-17,8:00 PM,Vietnam Airlines,1 hr 45 min,DAD,SGN,HB 4884
10,2023-04-17,10:50 PM,Vietnam Airlines,1 hr 40 min,DAD,SGN,HB 4884
11,2023-04-17,7:30 AM,VietJet Air,1 hr 25 min,DAD,SGN,HB 4967
12,2023-04-17,9:00 AM,VietJet Air,1 hr 25 min,DAD,SGN,HB 4967
13,2023-04-17,11:45 AM,VietJet Air,1 hr 25 min,DAD,SGN,HB 5232
14,2023-04-17,9:50 AM,Vietnam Airlines,1 hr 50 min,DAD,SGN,HB 5555
15,2023-04-17,5:35 PM,Vietnam Airlines,1 hr 50 min,DAD,SGN,HB 5555
16,2023-04-17,6:20 PM,Vietnam Airlines,1 hr 40 min,DAD,SGN,HB 5555
17,2023-04-17,7:55 AM,Vietnam Airlines,1 hr 45 min,DAD,SGN,HB 5744
18,2023-04-17,4:30 PM,Bamboo Airways,1 hr 25 min,DAD,SGN,HB 5758
19,2023-04-17,6:00 AM,Vietnam Airlines,1 hr 40 min,DAD,SGN,HB 7442
0,2023-04-17,12:45 PM,VietJet Air,1 hr 5 min,SGN,PQC,HB 1932
1,2023-04-17,2:00 PM,VietJet Air,55 min,SGN,PQC,HB 1932
2,2023-04-17,5:55 AM,Bamboo Airways,55 min,SGN,PQC,HB 2112
3,2023-04-17,3:10 PM,Vietnam AirlinesOperated by Pacific Airlines,1 hr 5 min,SGN,PQC,HB 2389
4,2023-04-17,5:40 AM,VietJet Air,55 min,SGN,PQC,HB 1852
5,2023-04-17,4:10 PM,VietJet Air,1 hr 5 min,SGN,PQC,HB 1852
6,2023-04-17,7:30 AM,VietJet Air,55 min,SGN,PQC,HB 1932
7,2023-04-17,6:05 PM,Vietnam AirlinesOperated by Pacific Airlines,1 hr,SGN,PQC,HB 2262
8,2023-04-17,7:20 PM,Vietnam AirlinesOperated by Pacific Airlines,1 hr 15 min,SGN,PQC,HB 2262
9,2023-04-17,7:10 AM,Vietnam AirlinesOperated by Pacific Airlines,1 hr 5 min,SGN,PQC,HB 2389
10,2023-04-17,11:30 AM,Vietnam AirlinesOperated by Pacific Airlines,1 hr 15 min,SGN,PQC,HB 2517
11,2023-04-17,5:00 PM,Vietnam Airlines,1 hr 15 min,SGN,PQC,HB 2597
12,2023-04-17,9:30 AM,Vietnam AirlinesOperated by Pacific Airlines,1 hr 30 min,SGN,PQC,HB 2661
13,2023-04-17,2:35 PM,Vietnam Airlines,1 hr 5 min,SGN,PQC,HB 2773
14,2023-04-17,6:55 AM,Vietnam Airlines,1 hr 5 min,SGN,PQC,HB 2933
15,2023-04-17,12:05 PM,Vietnam Airlines,1 hr 5 min,SGN,PQC,HB 3093
16,2023-04-17,10:35 AM,VietJet Air,1 hr,SGN,PQC,HB 3510
0,2023-04-17,8:55 AM,Vietnam AirlinesOperated by Pacific Airlines,1 hr,PQC,SGN,HB 3541
1,2023-04-17,11:35 AM,Vietnam AirlinesOperated by Pacific Airlines,1 hr,PQC,SGN,HB 3701
2,2023-04-17,7:40 PM,Vietnam AirlinesOperated by Pacific Airlines,50 min,PQC,SGN,HB 3701
3,2023-04-17,7:10 AM,VietJet Air,1 hr 10 min,PQC,SGN,HB 3154
4,2023-04-17,9:15 PM,Vietnam AirlinesOperated by Pacific Airlines,1 hr 10 min,PQC,SGN,HB 3397
5,2023-04-17,7:35 AM,Bamboo Airways,1 hr 5 min,PQC,SGN,HB 3424
6,2023-04-17,8:40 AM,Vietnam Airlines,1 hr 10 min,PQC,SGN,HB 3669
7,2023-04-17,1:20 PM,Vietnam AirlinesOperated by Pacific Airlines,1 hr 20 min,PQC,SGN,HB 3860
8,2023-04-17,4:55 PM,Vietnam AirlinesOperated by Pacific Airlines,1 hr 15 min,PQC,SGN,HB 4020
9,2023-04-17,12:45 PM,Vietnam Airlines,1 hr 20 min,PQC,SGN,HB 4292
10,2023-04-17,6:55 PM,Vietnam Airlines,1 hr 25 min,PQC,SGN,HB 4292
11,2023-04-17,9:00 AM,VietJet Air,1 hr 10 min,PQC,SGN,HB 4401
12,2023-04-17,12:10 PM,VietJet Air,1 hr,PQC,SGN,HB 4401
13,2023-04-17,5:50 PM,VietJet Air,1 hr 10 min,PQC,SGN,HB 4401
14,2023-04-17,4:20 PM,Vietnam Airlines,1 hr 20 min,PQC,SGN,HB 4548
0,2023-04-17,7:35 PM,VietJet Air,2 hr,SGN,HPH,HB 3211
1,2023-04-17,5:30 AM,VietJet Air,2 hr,SGN,HPH,HB 3707
2,2023-04-17,7:05 AM,VietJet Air,1 hr 55 min,SGN,HPH,HB 3977
3,2023-04-17,8:10 AM,Bamboo Airways,2 hr,SGN,HPH,HB 4910
4,2023-04-17,6:40 AM,Vietnam Airlines,2 hr 10 min,SGN,HPH,HB 5523
5,2023-04-17,10:20 AM,VietJet Air,2 hr,SGN,HPH,HB 4537
6,2023-04-17,7:00 PM,Vietnam Airlines,2 hr,SGN,HPH,HB 4884
7,2023-04-17,2:55 PM,VietJet Air,2 hr,SGN,HPH,HB 4954
8,2023-04-17,6:25 PM,Vietnam Airlines,2 hr 10 min,SGN,HPH,HB 5203
9,2023-04-17,11:00 AM,Bamboo Airways,2 hr 5 min,SGN,HPH,HB 5710
0,2023-04-17,7:20 PM,Bamboo Airways,2 hr 10 min,HPH,SGN,HB 5902
1,2023-04-17,3:15 PM,Bamboo Airways,2 hr 15 min,HPH,SGN,HB 6381
2,2023-04-17,6:25 AM,Vietnam Airlines,2 hr 15 min,HPH,SGN,HB 7154
3,2023-04-17,9:55 PM,Vietnam Airlines,2 hr 20 min,HPH,SGN,HB 6802
4,2023-04-17,9:30 AM,Vietnam Airlines,2 hr 10 min,HPH,SGN,HB 8225
0,2023-04-17,7:15 PM,VietJet Air,1 hr 50 min,SGN,VII,HB 2517
1,2023-04-17,7:30 PM,Bamboo Airways,1 hr 50 min,SGN,VII,HB 2944
2,2023-04-17,6:30 AM,Vietnam Airlines,2 hr 5 min,SGN,VII,HB 3313
3,2023-04-17,7:45 PM,VietJet Air,1 hr 50 min,SGN,VII,HB 2517
4,2023-04-17,8:40 PM,VietJet Air,1 hr 50 min,SGN,VII,HB 2517
5,2023-04-17,4:10 PM,VietJet Air,1 hr 50 min,SGN,VII,HB 2677
6,2023-04-17,7:15 PM,Vietnam Airlines,1 hr 50 min,SGN,VII,HB 3010
7,2023-04-17,5:55 AM,VietJet Air,1 hr 50 min,SGN,VII,HB 3076
8,2023-04-17,10:20 AM,VietJet Air,1 hr 50 min,SGN,VII,HB 3076
9,2023-04-17,11:45 AM,VietJet Air,1 hr 50 min,SGN,VII,HB 3076
10,2023-04-17,4:15 PM,Vietnam Airlines,1 hr 55 min,SGN,VII,HB 3313
11,2023-04-17,6:50 AM,Bamboo Airways,1 hr 45 min,SGN,VII,HB 3807
12,2023-04-17,10:50 AM,Vietnam Airlines,2 hr,SGN,VII,HB 3953
0,2023-04-17,8:25 AM,VietJet Air,1 hr 50 min,VII,SGN,HB 2971
1,2023-04-17,4:45 PM,VietJet Air,1 hr 50 min,VII,SGN,HB 2971
2,2023-04-17,12:45 PM,VietJet Air,1 hr 50 min,VII,SGN,HB 3371
3,2023-04-17,9:15 AM,Vietnam Airlines,2 hr,VII,SGN,HB 3940
4,2023-04-17,6:00 AM,VietJet Air,1 hr 50 min,VII,SGN,HB 2971
5,2023-04-17,6:10 PM,VietJet Air,1 hr 50 min,VII,SGN,HB 2971
6,2023-04-17,7:05 PM,VietJet Air,1 hr 50 min,VII,SGN,HB 2971
7,2023-04-17,10:20 PM,VietJet Air,1 hr 50 min,VII,SGN,HB 2971
8,2023-04-17,10:05 PM,Bamboo Airways,1 hr 50 min,VII,SGN,HB 3191
9,2023-04-17,9:45 PM,Vietnam Airlines,2 hr 5 min,VII,SGN,HB 3365
10,2023-04-17,6:50 PM,Vietnam Airlines,2 hr 5 min,VII,SGN,HB 3637
11,2023-04-17,1:30 PM,Vietnam Airlines,2 hr 5 min,VII,SGN,HB 3940
0,2023-04-17,11:10 AM,VietJet Air,1 hr 25 min,SGN,HUI,HB 2762
1,2023-04-17,6:50 PM,Vietnam Airlines,1 hr 25 min,SGN,HUI,HB 2806
2,2023-04-17,5:25 PM,Vietnam AirlinesOperated by Pacific Airlines,1 hr 25 min,SGN,HUI,HB 2854
3,2023-04-17,3:45 PM,VietJet Air,1 hr 25 min,SGN,HUI,HB 2634
4,2023-04-17,6:35 PM,VietJet Air,1 hr 25 min,SGN,HUI,HB 2634
5,2023-04-17,6:30 AM,VietJet Air,1 hr 25 min,SGN,HUI,HB 2762
6,2023-04-17,1:10 PM,VietJet Air,1 hr 25 min,SGN,HUI,HB 2762
7,2023-04-17,5:55 AM,Vietnam Airlines,1 hr 50 min,SGN,HUI,HB 3045
8,2023-04-17,7:15 PM,Bamboo Airways,1 hr 25 min,SGN,HUI,HB 3072
9,2023-04-17,1:05 PM,Vietnam Airlines,1 hr 30 min,SGN,HUI,HB 3237
0,2023-04-17,8:40 PM,VietJet Air,1 hr 25 min,HUI,SGN,HB 3848
1,2023-04-17,9:20 PM,Bamboo Airways,1 hr 30 min,HUI,SGN,HB 4373
2,2023-04-17,9:15 PM,Vietnam Airlines,1 hr 40 min,HUI,SGN,HB 4500
3,2023-04-17,1:10 PM,VietJet Air,1 hr 25 min,HUI,SGN,HB 5015
4,2023-04-17,3:10 PM,VietJet Air,1 hr 25 min,HUI,SGN,HB 5015
5,2023-04-17,5:45 PM,VietJet Air,1 hr 25 min,HUI,SGN,HB 5104
6,2023-04-17,7:40 PM,Vietnam AirlinesOperated by Pacific Airlines,1 hr 50 min,HUI,SGN,HB 5568
0,2023-04-17,7:15 PM,VietJet Air,1 hr 10 min,SGN,CXR,HB 1932
1,2023-04-17,10:20 AM,VietJet Air,1 hr,SGN,CXR,HB 2012
2,2023-04-17,3:20 PM,VietJet Air,1 hr,SGN,CXR,HB 2012
3,2023-04-17,4:40 PM,VietJet Air,1 hr 10 min,SGN,CXR,HB 2012
4,2023-04-17,6:35 PM,Vietnam Airlines,1 hr 15 min,SGN,CXR,HB 3317
5,2023-04-17,1:40 PM,Vietnam Airlines,1 hr 15 min,SGN,CXR,HB 3940
6,2023-04-17,7:05 AM,Vietnam Airlines,1 hr 15 min,SGN,CXR,HB 4292
0,2023-04-17,9:10 PM,VietJet Air,1 hr 5 min,CXR,SGN,HB 2966
1,2023-04-17,1:45 PM,VietJet Air,1 hr 5 min,CXR,SGN,HB 3393
2,2023-04-17,6:25 PM,VietJet Air,1 hr 5 min,CXR,SGN,HB 3617
3,2023-04-17,8:35 AM,VietJet Air,1 hr 5 min,CXR,SGN,HB 3953
0,2023-04-17,5:25 PM,VietJet Air,55 min,SGN,DLI,HB 1952
1,2023-04-17,8:35 AM,VietJet Air,50 min,SGN,DLI,HB 2186
2,2023-04-17,6:30 AM,Vietnam AirlinesOperated by Pacific Airlines,50 min,SGN,DLI,HB 2262
3,2023-04-17,2:50 PM,Vietnam Airlines,1 hr 10 min,SGN,DLI,HB 2597
4,2023-04-17,2:00 PM,Vietnam AirlinesOperated by Pacific Airlines,55 min,SGN,DLI,HB 2805
5,2023-04-17,10:20 AM,Vietnam Airlines,1 hr,SGN,DLI,HB 3413
0,2023-04-17,6:55 PM,VietJet Air,55 min,DLI,SGN,HB 3489
1,2023-04-17,3:30 PM,Vietnam AirlinesOperated by Pacific Airlines,55 min,DLI,SGN,HB 4196
2,2023-04-17,10:00 AM,VietJet Air,55 min,DLI,SGN,HB 4049
3,2023-04-17,4:55 PM,Vietnam Airlines,1 hr 10 min,DLI,SGN,HB 4548
0,2023-04-17,8:40 AM,VietJet Air,1 hr 5 min,UIH,SGN,HB 3547
1,2023-04-17,12:25 PM,VietJet Air,1 hr 5 min,UIH,SGN,HB 3675
2,2023-04-17,8:20 PM,VietJet Air,1 hr 5 min,UIH,SGN,HB 3688
3,2023-04-17,4:05 PM,Vietnam Airlines,1 hr 40 min,UIH,SGN,HB 5174
0,2023-04-17,12:45 PM,VietJet Air,1 hr 5 min,SGN,PQC,HB 1932
1,2023-04-17,2:00 PM,VietJet Air,55 min,SGN,PQC,HB 1932
2,2023-04-17,5:55 AM,Bamboo Airways,55 min,SGN,PQC,HB 2112
3,2023-04-17,3:10 PM,Vietnam AirlinesOperated by Pacific Airlines,1 hr 5 min,SGN,PQC,HB 2389
4,2023-04-17,5:40 AM,VietJet Air,55 min,SGN,PQC,HB 1852
5,2023-04-17,4:10 PM,VietJet Air,1 hr 5 min,SGN,PQC,HB 1852
6,2023-04-17,7:30 AM,VietJet Air,55 min,SGN,PQC,HB 1932
7,2023-04-17,6:05 PM,Vietnam AirlinesOperated by Pacific Airlines,1 hr,SGN,PQC,HB 2262
8,2023-04-17,7:20 PM,Vietnam AirlinesOperated by Pacific Airlines,1 hr 15 min,SGN,PQC,HB 2262
9,2023-04-17,7:10 AM,Vietnam AirlinesOperated by Pacific Airlines,1 hr 5 min,SGN,PQC,HB 2389
10,2023-04-17,11:30 AM,Vietnam AirlinesOperated by Pacific Airlines,1 hr 15 min,SGN,PQC,HB 2517
11,2023-04-17,5:00 PM,Vietnam Airlines,1 hr 15 min,SGN,PQC,HB 2597
12,2023-04-17,9:30 AM,Vietnam AirlinesOperated by Pacific Airlines,1 hr 30 min,SGN,PQC,HB 2661
13,2023-04-17,2:35 PM,Vietnam Airlines,1 hr 5 min,SGN,PQC,HB 2773
14,2023-04-17,6:55 AM,Vietnam Airlines,1 hr 5 min,SGN,PQC,HB 2933
15,2023-04-17,12:05 PM,Vietnam Airlines,1 hr 5 min,SGN,PQC,HB 3093
16,2023-04-17,10:35 AM,VietJet Air,1 hr,SGN,PQC,HB 3510
0,2023-04-17,8:55 AM,Vietnam AirlinesOperated by Pacific Airlines,1 hr,PQC,SGN,HB 3541
1,2023-04-17,11:35 AM,Vietnam AirlinesOperated by Pacific Airlines,1 hr,PQC,SGN,HB 3701
2,2023-04-17,7:40 PM,Vietnam AirlinesOperated by Pacific Airlines,50 min,PQC,SGN,HB 3701
3,2023-04-17,7:10 AM,VietJet Air,1 hr 10 min,PQC,SGN,HB 3154
