,Leave Date,Depart Time (Leg 1),Airline(s),Travel Time,Origin,Destination,Price ($)
2,2023-05-06,5:55 PM,Vietnam Airlines,1 hr 20 min,HPH,DAD,HB 4031
0,2023-05-06,8:05 AM,Bamboo Airways,1 hr 10 min,DAD,DLI,HB 2808
0,2023-05-06,9:55 AM,Bamboo Airways,1 hr 5 min,DLI,DAD,HB 2808
0,2023-05-06,8:55 AM,VietJet Air,1 hr 30 min,VCA,DAD,HB 2013
1,2023-05-06,1:20 PM,Vietnam Airlines,1 hr 30 min,VCA,DAD,HB 3321
0,2023-05-06,3:00 PM,Bamboo Airways,1 hr 40 min,DAD,PQC,HB 3982
1,2023-05-06,8:40 AM,Bamboo Airways,1 hr 40 min,DAD,PQC,HB 4511
0,2023-05-06,5:25 PM,Bamboo Airways,1 hr 40 min,PQC,DAD,HB 4142
1,2023-05-06,2:05 PM,Bamboo Airways,1 hr 40 min,PQC,DAD,HB 4832
0,2023-05-06,10:30 AM,VietJet Air,2 hr 5 min,HPH,PQC,HB 3036
0,2023-05-06,11:10 AM,Bamboo Airways,50 min,PQC,VCA,HB 2650
0,2023-05-06,12:35 PM,Bamboo Airways,50 min,VCA,PQC,HB 2489
0,2023-05-06,10:55 AM,VietJet Air,1 hr 45 min,HPH,CXR,HB 2315
1,2023-05-06,1:50 PM,Bamboo Airways,1 hr 45 min,HPH,CXR,HB 3821
0,2023-05-06,1:15 PM,VietJet Air,1 hr 45 min,CXR,HPH,HB 2386
1,2023-05-06,4:50 PM,Bamboo Airways,1 hr 50 min,CXR,HPH,HB 3848
0,2023-05-06,3:35 PM,VietJet Air,1 hr 45 min,HPH,DLI,HB 2600
0,2023-05-06,10:30 AM,VietJet Air,2 hr 5 min,HPH,PQC,HB 3036
0,2023-05-06,8:55 PM,VietJet Air,2 hr 5 min,PQC,HPH,HB 3194
0,2023-05-06,7:00 AM,VietJet Air,1 hr 35 min,VII,DLI,HB 2255
0,2023-05-06,9:10 AM,VietJet Air,1 hr 35 min,DLI,VII,HB 2255
0,2023-05-06,12:35 PM,Bamboo Airways,50 min,VCA,PQC,HB 2489
0,2023-05-06,11:10 AM,Bamboo Airways,50 min,PQC,VCA,HB 2650
0,2023-05-07,9:45 AM,VietJet Air,2 hr 10 min,SGN,HAN,HB 3628
1,2023-05-07,10:10 AM,VietJet Air,2 hr 10 min,SGN,HAN,HB 3628
2,2023-05-07,11:00 AM,VietJet Air,2 hr 10 min,SGN,HAN,HB 3628
3,2023-05-07,12:30 PM,VietJet Air,2 hr 10 min,SGN,HAN,HB 3628
4,2023-05-07,1:20 PM,VietJet Air,2 hr 10 min,SGN,HAN,HB 3628
5,2023-05-07,5:25 AM,VietJet Air,2 hr 10 min,SGN,HAN,HB 3628
6,2023-05-07,6:00 AM,VietJet Air,2 hr 10 min,SGN,HAN,HB 3628
7,2023-05-07,7:00 AM,VietJet Air,2 hr 10 min,SGN,HAN,HB 3628
8,2023-05-07,7:55 AM,VietJet Air,2 hr 10 min,SGN,HAN,HB 3628
9,2023-05-07,8:45 AM,VietJet Air,2 hr 10 min,SGN,HAN,HB 3628
10,2023-05-07,2:40 PM,VietJet Air,2 hr 15 min,SGN,HAN,HB 3628
11,2023-05-07,3:30 PM,VietJet Air,2 hr 10 min,SGN,HAN,HB 3628
12,2023-05-07,4:30 PM,VietJet Air,2 hr 10 min,SGN,HAN,HB 3628
13,2023-05-07,4:45 PM,VietJet Air,2 hr 10 min,SGN,HAN,HB 3628
14,2023-05-07,6:00 PM,VietJet Air,2 hr 10 min,SGN,HAN,HB 3628
15,2023-05-07,6:30 PM,VietJet Air,2 hr 10 min,SGN,HAN,HB 3628
16,2023-05-07,6:45 PM,VietJet Air,2 hr 10 min,SGN,HAN,HB 3628
17,2023-05-07,7:40 PM,VietJet Air,2 hr 10 min,SGN,HAN,HB 3628
18,2023-05-07,8:10 PM,VietJet Air,2 hr 10 min,SGN,HAN,HB 3628
19,2023-05-07,10:20 PM,VietJet Air,2 hr 10 min,SGN,HAN,HB 3628
20,2023-05-07,10:45 PM,VietJet Air,2 hr 10 min,SGN,HAN,HB 3628
21,2023-05-07,10:50 PM,VietJet Air,2 hr 10 min,SGN,HAN,HB 3628
22,2023-05-07,5:55 AM,Bamboo Airways,2 hr 10 min,SGN,HAN,HB 5057
23,2023-05-07,7:20 AM,Bamboo Airways,2 hr 10 min,SGN,HAN,HB 5057
24,2023-05-07,11:50 PM,Bamboo Airways,2 hr 10 min,SGN,HAN,HB 5057
25,2023-05-07,5:00 AM,Vietnam Airlines,2 hr 15 min,SGN,HAN,HB 5309
26,2023-05-07,6:00 AM,Vietnam Airlines,2 hr 15 min,SGN,HAN,HB 5309
27,2023-05-07,7:00 AM,Vietnam Airlines,2 hr 15 min,SGN,HAN,HB 5309
28,2023-05-07,10:00 PM,Vietnam Airlines,2 hr 10 min,SGN,HAN,HB 5309
29,2023-05-07,11:00 PM,Vietnam Airlines,2 hr 15 min,SGN,HAN,HB 5309
30,2023-05-07,10:40 AM,Bamboo Airways,2 hr 10 min,SGN,HAN,HB 5410
31,2023-05-07,12:50 PM,Bamboo Airways,2 hr 10 min,SGN,HAN,HB 5410
32,2023-05-07,2:20 PM,Bamboo Airways,2 hr 10 min,SGN,HAN,HB 5410
33,2023-05-07,5:10 PM,Bamboo Airways,2 hr 10 min,SGN,HAN,HB 5410
34,2023-05-07,6:35 PM,Bamboo Airways,2 hr 10 min,SGN,HAN,HB 5410
35,2023-05-07,8:40 PM,Bamboo Airways,2 hr 10 min,SGN,HAN,HB 5410
36,2023-05-07,9:15 PM,Bamboo Airways,2 hr 10 min,SGN,HAN,HB 5410
37,2023-05-07,11:00 PM,Bamboo Airways,2 hr 15 min,SGN,HAN,HB 5410
38,2023-05-07,6:40 AM,Vietnam AirlinesOperated by Pacific Airlines,2 hr,SGN,HAN,HB 5842
39,2023-05-07,7:25 AM,Vietnam AirlinesOperated by Pacific Airlines,2 hr 15 min,SGN,HAN,HB 5842
40,2023-05-07,10:30 AM,Vietnam AirlinesOperated by Pacific Airlines,2 hr 10 min,SGN,HAN,HB 5842
41,2023-05-07,12:15 PM,Vietnam AirlinesOperated by Pacific Airlines,2 hr 20 min,SGN,HAN,HB 5842
42,2023-05-07,2:25 PM,Vietnam AirlinesOperated by Pacific Airlines,2 hr 5 min,SGN,HAN,HB 5842
43,2023-05-07,6:15 PM,Vietnam AirlinesOperated by Pacific Airlines,2 hr,SGN,HAN,HB 5842
44,2023-05-07,8:30 PM,Vietnam AirlinesOperated by Pacific Airlines,2 hr,SGN,HAN,HB 5842
45,2023-05-07,8:00 AM,Vietnam Airlines,2 hr 15 min,SGN,HAN,HB 5923
46,2023-05-07,12:00 PM,Vietnam Airlines,2 hr 15 min,SGN,HAN,HB 5923
47,2023-05-07,3:35 PM,Vietnam Airlines,2 hr 10 min,SGN,HAN,HB 5923
48,2023-05-07,5:00 PM,Vietnam Airlines,2 hr 15 min,SGN,HAN,HB 5923
49,2023-05-07,5:35 PM,Vietnam Airlines,2 hr 10 min,SGN,HAN,HB 5923
50,2023-05-07,7:00 PM,Vietnam Airlines,2 hr 15 min,SGN,HAN,HB 5923
51,2023-05-07,7:55 PM,Vietnam Airlines,2 hr 15 min,SGN,HAN,HB 5923
52,2023-05-07,8:00 PM,Vietnam Airlines,2 hr 15 min,SGN,HAN,HB 5923
53,2023-05-07,8:50 PM,Vietnam Airlines,2 hr 15 min,SGN,HAN,HB 5923
54,2023-05-07,9:00 PM,Vietnam Airlines,2 hr 15 min,SGN,HAN,HB 5923
55,2023-05-07,9:00 AM,Vietnam Airlines,2 hr 20 min,SGN,HAN,HB 6198
56,2023-05-07,10:00 AM,Vietnam Airlines,2 hr 15 min,SGN,HAN,HB 6198
57,2023-05-07,11:00 AM,Vietnam Airlines,2 hr 15 min,SGN,HAN,HB 6198
58,2023-05-07,1:00 PM,Vietnam Airlines,2 hr 15 min,SGN,HAN,HB 6198
59,2023-05-07,3:00 PM,Vietnam Airlines,2 hr 15 min,SGN,HAN,HB 6198
60,2023-05-07,4:00 PM,Vietnam Airlines,2 hr 15 min,SGN,HAN,HB 6198
61,2023-05-07,6:00 PM,Vietnam Airlines,2 hr 15 min,SGN,HAN,HB 6198
62,2023-05-07,2:00 PM,Vietnam Airlines,2 hr 15 min,SGN,HAN,HB 6505
0,2023-05-07,9:40 AM,VietJet Air,2 hr 10 min,HAN,SGN,HB 3628
1,2023-05-07,10:10 AM,VietJet Air,2 hr 10 min,HAN,SGN,HB 3628
2,2023-05-07,12:30 PM,VietJet Air,2 hr 10 min,HAN,SGN,HB 3628
3,2023-05-07,1:20 PM,VietJet Air,2 hr 10 min,HAN,SGN,HB 3628
4,2023-05-07,5:10 AM,VietJet Air,2 hr 10 min,HAN,SGN,HB 3628
5,2023-05-07,6:00 AM,VietJet Air,2 hr 10 min,HAN,SGN,HB 3628
6,2023-05-07,7:00 AM,VietJet Air,2 hr 10 min,HAN,SGN,HB 3628
7,2023-05-07,8:10 AM,VietJet Air,2 hr 10 min,HAN,SGN,HB 3628
8,2023-05-07,8:50 AM,VietJet Air,2 hr 10 min,HAN,SGN,HB 3628
9,2023-05-07,3:35 PM,VietJet Air,2 hr 10 min,HAN,SGN,HB 3628
10,2023-05-07,3:50 PM,VietJet Air,2 hr 10 min,HAN,SGN,HB 3628
11,2023-05-07,4:30 PM,VietJet Air,2 hr 10 min,HAN,SGN,HB 3628
12,2023-05-07,5:55 PM,VietJet Air,2 hr 10 min,HAN,SGN,HB 3628
13,2023-05-07,6:20 PM,VietJet Air,2 hr 10 min,HAN,SGN,HB 3628
14,2023-05-07,7:40 PM,VietJet Air,2 hr 10 min,HAN,SGN,HB 3628
15,2023-05-07,8:00 PM,VietJet Air,2 hr 10 min,HAN,SGN,HB 3628
16,2023-05-07,9:00 PM,VietJet Air,2 hr 10 min,HAN,SGN,HB 3628
17,2023-05-07,9:35 PM,VietJet Air,2 hr 10 min,HAN,SGN,HB 3628
18,2023-05-07,10:50 PM,VietJet Air,2 hr 10 min,HAN,SGN,HB 3628
19,2023-05-07,11:00 PM,VietJet Air,2 hr 10 min,HAN,SGN,HB 3628
20,2023-05-07,1:45 PM,VietJet Air,2 hr 10 min,HAN,SGN,HB 3948
21,2023-05-07,3:05 PM,VietJet Air,2 hr 10 min,HAN,SGN,HB 3948
22,2023-05-07,5:35 AM,Bamboo Airways,2 hr 10 min,HAN,SGN,HB 4955
23,2023-05-07,11:30 PM,Bamboo Airways,2 hr 10 min,HAN,SGN,HB 4955
24,2023-05-07,7:20 AM,Bamboo Airways,2 hr 20 min,HAN,SGN,HB 5301
25,2023-05-07,9:20 PM,Bamboo Airways,2 hr 10 min,HAN,SGN,HB 5301
26,2023-05-07,9:50 PM,Bamboo Airways,2 hr 15 min,HAN,SGN,HB 5301
27,2023-05-07,5:00 AM,Vietnam Airlines,2 hr 15 min,HAN,SGN,HB 5309
28,2023-05-07,6:00 AM,Vietnam Airlines,2 hr 15 min,HAN,SGN,HB 5309
29,2023-05-07,10:45 AM,Bamboo Airways,2 hr 10 min,HAN,SGN,HB 5522
30,2023-05-07,12:45 PM,Bamboo Airways,2 hr 15 min,HAN,SGN,HB 5522
31,2023-05-07,2:35 PM,Bamboo Airways,2 hr 20 min,HAN,SGN,HB 5522
32,2023-05-07,5:45 PM,Bamboo Airways,2 hr 15 min,HAN,SGN,HB 5522
33,2023-05-07,7:50 PM,Bamboo Airways,2 hr 15 min,HAN,SGN,HB 5522
34,2023-05-07,8:20 PM,Bamboo Airways,2 hr 15 min,HAN,SGN,HB 5522
35,2023-05-07,10:00 PM,Vietnam Airlines,2 hr 15 min,HAN,SGN,HB 5616
36,2023-05-07,11:00 PM,Vietnam Airlines,2 hr 25 min,HAN,SGN,HB 5616
37,2023-05-07,6:20 AM,Vietnam AirlinesOperated by Pacific Airlines,2 hr 30 min,HAN,SGN,HB 5842
38,2023-05-07,9:25 AM,Vietnam AirlinesOperated by Pacific Airlines,2 hr 20 min,HAN,SGN,HB 5842
39,2023-05-07,10:40 AM,Vietnam AirlinesOperated by Pacific Airlines,2 hr 5 min,HAN,SGN,HB 5842
40,2023-05-07,6:45 PM,Vietnam AirlinesOperated by Pacific Airlines,2 hr 15 min,HAN,SGN,HB 5842
41,2023-05-07,7:35 PM,Vietnam AirlinesOperated by Pacific Airlines,2 hr 15 min,HAN,SGN,HB 5842
42,2023-05-07,7:00 AM,Vietnam Airlines,2 hr 15 min,HAN,SGN,HB 5923
43,2023-05-07,5:10 PM,Vietnam Airlines,2 hr 15 min,HAN,SGN,HB 5923
44,2023-05-07,6:00 PM,Vietnam Airlines,2 hr 15 min,HAN,SGN,HB 5923
45,2023-05-07,6:30 PM,Vietnam Airlines,2 hr 15 min,HAN,SGN,HB 5923
46,2023-05-07,7:00 PM,Vietnam Airlines,2 hr 15 min,HAN,SGN,HB 5923
47,2023-05-07,8:00 PM,Vietnam Airlines,2 hr 15 min,HAN,SGN,HB 5923
48,2023-05-07,8:30 PM,Vietnam Airlines,2 hr 25 min,HAN,SGN,HB 5923
49,2023-05-07,9:00 PM,Vietnam Airlines,2 hr 15 min,HAN,SGN,HB 5923
50,2023-05-07,8:00 AM,Vietnam Airlines,2 hr 15 min,HAN,SGN,HB 6198
51,2023-05-07,9:00 AM,Vietnam Airlines,2 hr 15 min,HAN,SGN,HB 6198
52,2023-05-07,10:00 AM,Vietnam Airlines,2 hr 15 min,HAN,SGN,HB 6198
53,2023-05-07,11:00 AM,Vietnam Airlines,2 hr 15 min,HAN,SGN,HB 6198
54,2023-05-07,12:00 PM,Vietnam Airlines,2 hr 15 min,HAN,SGN,HB 6198
55,2023-05-07,1:00 PM,Vietnam Airlines,2 hr 15 min,HAN,SGN,HB 6198
56,2023-05-07,2:00 PM,Vietnam Airlines,2 hr 15 min,HAN,SGN,HB 6198
57,2023-05-07,3:00 PM,Vietnam Airlines,2 hr 15 min,HAN,SGN,HB 6198
58,2023-05-07,4:00 PM,Vietnam Airlines,2 hr 15 min,HAN,SGN,HB 6198
59,2023-05-07,4:55 PM,Vietnam Airlines,2 hr 15 min,HAN,SGN,HB 6198
60,2023-05-07,5:00 PM,Vietnam Airlines,2 hr 15 min,HAN,SGN,HB 6198
61,2023-05-07,3:25 PM,Vietnam AirlinesOperated by Pacific Airlines,2 hr 15 min,HAN,SGN,HB 6279
0,2023-05-07,5:35 AM,VietJet Air,1 hr 20 min,SGN,DAD,HB 2062
1,2023-05-07,7:05 AM,VietJet Air,1 hr 20 min,SGN,DAD,HB 2062
2,2023-05-07,1:35 PM,VietJet Air,1 hr 20 min,SGN,DAD,HB 2062
3,2023-05-07,6:20 PM,VietJet Air,1 hr 20 min,SGN,DAD,HB 2062
4,2023-05-07,7:45 PM,VietJet Air,1 hr 20 min,SGN,DAD,HB 2062
5,2023-05-07,8:35 PM,VietJet Air,1 hr 15 min,SGN,DAD,HB 2062
6,2023-05-07,9:35 AM,VietJet Air,1 hr 20 min,SGN,DAD,HB 2236
7,2023-05-07,3:40 PM,VietJet Air,1 hr 20 min,SGN,DAD,HB 2236
8,2023-05-07,4:05 PM,VietJet Air,1 hr 20 min,SGN,DAD,HB 2236
9,2023-05-07,11:30 AM,VietJet Air,1 hr 20 min,SGN,DAD,HB 2364
10,2023-05-07,5:45 AM,Vietnam Airlines,1 hr 30 min,SGN,DAD,HB 2836
11,2023-05-07,8:40 PM,Vietnam Airlines,1 hr 30 min,SGN,DAD,HB 2836
12,2023-05-07,9:20 PM,Vietnam Airlines,1 hr 30 min,SGN,DAD,HB 2836
13,2023-05-07,10:05 PM,Vietnam Airlines,1 hr 25 min,SGN,DAD,HB 2836
14,2023-05-07,10:25 PM,Vietnam Airlines,1 hr 30 min,SGN,DAD,HB 2836
15,2023-05-07,5:45 AM,Bamboo Airways,1 hr 20 min,SGN,DAD,HB 3083
16,2023-05-07,8:20 PM,Bamboo Airways,1 hr 20 min,SGN,DAD,HB 3083
17,2023-05-07,7:05 AM,Vietnam Airlines,1 hr 25 min,SGN,DAD,HB 3175
18,2023-05-07,7:35 AM,Vietnam Airlines,1 hr 25 min,SGN,DAD,HB 3175
19,2023-05-07,8:40 AM,Vietnam Airlines,1 hr 25 min,SGN,DAD,HB 3175
20,2023-05-07,12:05 PM,Vietnam Airlines,1 hr 35 min,SGN,DAD,HB 3175
21,2023-05-07,3:05 PM,Vietnam Airlines,1 hr 35 min,SGN,DAD,HB 3175
22,2023-05-07,4:00 PM,Vietnam Airlines,1 hr 30 min,SGN,DAD,HB 3175
23,2023-05-07,7:50 PM,Vietnam Airlines,1 hr 30 min,SGN,DAD,HB 3175
24,2023-05-07,7:10 PM,Vietnam Airlines,1 hr 30 min,SGN,DAD,HB 3369
25,2023-05-07,6:45 AM,Vietnam AirlinesOperated by Pacific Airlines,1 hr 20 min,SGN,DAD,HB 3401
26,2023-05-07,9:50 AM,Vietnam Airlines,1 hr 30 min,SGN,DAD,HB 3579
27,2023-05-07,1:45 PM,Vietnam AirlinesOperated by Pacific Airlines,1 hr 25 min,SGN,DAD,HB 3644
0,2023-05-07,7:30 AM,VietJet Air,1 hr 25 min,DAD,SGN,HB 3450
1,2023-05-07,10:25 PM,Bamboo Airways,1 hr 30 min,DAD,SGN,HB 3870
2,2023-05-07,6:00 AM,Vietnam Airlines,1 hr 40 min,DAD,SGN,HB 4129
3,2023-05-07,10:25 PM,VietJet Air,1 hr 25 min,DAD,SGN,HB 3578
4,2023-05-07,9:00 AM,VietJet Air,1 hr 25 min,DAD,SGN,HB 3706
5,2023-05-07,9:45 PM,VietJet Air,1 hr 25 min,DAD,SGN,HB 3706
6,2023-05-07,10:50 PM,Vietnam Airlines,1 hr 40 min,DAD,SGN,HB 4129
7,2023-05-07,10:40 AM,VietJet Air,1 hr 20 min,DAD,SGN,HB 4266
8,2023-05-07,11:35 AM,VietJet Air,1 hr 20 min,DAD,SGN,HB 4266
9,2023-05-07,1:25 PM,VietJet Air,1 hr 25 min,DAD,SGN,HB 4266
10,2023-05-07,3:40 PM,VietJet Air,1 hr 25 min,DAD,SGN,HB 4266
11,2023-05-07,5:40 PM,VietJet Air,1 hr 25 min,DAD,SGN,HB 4266
12,2023-05-07,6:05 PM,VietJet Air,1 hr 25 min,DAD,SGN,HB 4266
13,2023-05-07,7:55 AM,Vietnam Airlines,1 hr 45 min,DAD,SGN,HB 4323
14,2023-05-07,10:00 PM,Vietnam Airlines,1 hr 40 min,DAD,SGN,HB 4533
15,2023-05-07,9:50 AM,Vietnam Airlines,1 hr 50 min,DAD,SGN,HB 4759
16,2023-05-07,9:20 PM,Vietnam Airlines,1 hr 45 min,DAD,SGN,HB 4759
17,2023-05-07,9:10 AM,Vietnam Airlines,1 hr 35 min,DAD,SGN,HB 4985
18,2023-05-07,10:45 AM,Vietnam Airlines,1 hr 40 min,DAD,SGN,HB 4985
19,2023-05-07,4:30 PM,Bamboo Airways,1 hr 25 min,DAD,SGN,HB 5113
20,2023-05-07,9:05 AM,Vietnam AirlinesOperated by Pacific Airlines,1 hr 30 min,DAD,SGN,HB 5402
21,2023-05-07,12:05 PM,Vietnam Airlines,1 hr 40 min,DAD,SGN,HB 5402
22,2023-05-07,2:35 PM,Vietnam Airlines,1 hr 50 min,DAD,SGN,HB 5402
23,2023-05-07,4:00 PM,Vietnam AirlinesOperated by Pacific Airlines,1 hr 30 min,DAD,SGN,HB 5402
24,2023-05-07,5:35 PM,Vietnam Airlines,1 hr 50 min,DAD,SGN,HB 5402
25,2023-05-07,6:20 PM,Vietnam Airlines,1 hr 40 min,DAD,SGN,HB 5402
26,2023-05-07,8:00 PM,Vietnam Airlines,1 hr 45 min,DAD,SGN,HB 5402
27,2023-05-07,8:10 PM,Vietnam AirlinesOperated by Pacific Airlines,1 hr 30 min,DAD,SGN,HB 5402
0,2023-05-07,5:40 AM,VietJet Air,55 min,SGN,PQC,HB 2014
1,2023-05-07,5:55 AM,Bamboo Airways,55 min,SGN,PQC,HB 2460
2,2023-05-07,6:10 PM,Vietnam Airlines,1 hr 5 min,SGN,PQC,HB 2642
3,2023-05-07,4:10 PM,VietJet Air,1 hr 5 min,SGN,PQC,HB 2188
4,2023-05-07,7:30 AM,VietJet Air,55 min,SGN,PQC,HB 2281
5,2023-05-07,2:00 PM,VietJet Air,55 min,SGN,PQC,HB 2281
6,2023-05-07,8:05 PM,Bamboo Airways,1 hr,SGN,PQC,HB 2332
7,2023-05-07,12:45 PM,VietJet Air,1 hr 5 min,SGN,PQC,HB 2377
8,2023-05-07,5:00 PM,Vietnam Airlines,1 hr 15 min,SGN,PQC,HB 2642
9,2023-05-07,10:35 AM,VietJet Air,1 hr,SGN,PQC,HB 2697
10,2023-05-07,6:20 AM,Vietnam Airlines,1 hr 10 min,SGN,PQC,HB 2916
11,2023-05-07,6:55 AM,Vietnam Airlines,1 hr 5 min,SGN,PQC,HB 2916
12,2023-05-07,2:35 PM,Vietnam Airlines,1 hr 5 min,SGN,PQC,HB 2916
13,2023-05-07,8:25 AM,Vietnam Airlines,1 hr,SGN,PQC,HB 3240
14,2023-05-07,10:10 AM,Vietnam Airlines,1 hr 10 min,SGN,PQC,HB 3240
15,2023-05-07,12:05 PM,Vietnam Airlines,1 hr 5 min,SGN,PQC,HB 3401
16,2023-05-07,7:10 AM,Vietnam AirlinesOperated by Pacific Airlines,1 hr 5 min,SGN,PQC,HB 4158
17,2023-05-07,8:05 AM,Vietnam AirlinesOperated by Pacific Airlines,55 min,SGN,PQC,HB 4158
18,2023-05-07,9:30 AM,Vietnam AirlinesOperated by Pacific Airlines,1 hr 30 min,SGN,PQC,HB 4158
19,2023-05-07,11:30 AM,Vietnam AirlinesOperated by Pacific Airlines,1 hr 15 min,SGN,PQC,HB 4158
20,2023-05-07,3:10 PM,Vietnam AirlinesOperated by Pacific Airlines,1 hr 5 min,SGN,PQC,HB 4158
21,2023-05-07,6:05 PM,Vietnam AirlinesOperated by Pacific Airlines,1 hr,SGN,PQC,HB 4158
0,2023-05-07,7:10 AM,VietJet Air,1 hr 10 min,PQC,SGN,HB 2644
1,2023-05-07,9:00 AM,VietJet Air,1 hr 10 min,PQC,SGN,HB 2644
2,2023-05-07,7:35 AM,Bamboo Airways,1 hr 5 min,PQC,SGN,HB 3229
3,2023-05-07,12:10 PM,VietJet Air,1 hr,PQC,SGN,HB 3284
4,2023-05-07,8:40 AM,Vietnam Airlines,1 hr 10 min,PQC,SGN,HB 3514
5,2023-05-07,5:50 PM,VietJet Air,1 hr 10 min,PQC,SGN,HB 3508
6,2023-05-07,8:10 AM,Vietnam Airlines,1 hr 20 min,PQC,SGN,HB 3514
7,2023-05-07,9:50 PM,Bamboo Airways,1 hr 5 min,PQC,SGN,HB 3613
8,2023-05-07,2:25 PM,VietJet Air,1 hr,PQC,SGN,HB 3732
9,2023-05-07,3:30 PM,VietJet Air,1 hr 10 min,PQC,SGN,HB 3732
10,2023-05-07,10:05 AM,Vietnam Airlines,1 hr 20 min,PQC,SGN,HB 3838
11,2023-05-07,7:55 PM,Vietnam Airlines,1 hr 15 min,PQC,SGN,HB 3999
12,2023-05-07,12:00 PM,Vietnam Airlines,1 hr 15 min,PQC,SGN,HB 4145
13,2023-05-07,6:55 PM,Vietnam Airlines,1 hr 25 min,PQC,SGN,HB 4145
14,2023-05-07,8:55 AM,Vietnam AirlinesOperated by Pacific Airlines,1 hr,PQC,SGN,HB 4594
15,2023-05-07,9:45 AM,Vietnam AirlinesOperated by Pacific Airlines,1 hr,PQC,SGN,HB 4594
16,2023-05-07,11:35 AM,Vietnam AirlinesOperated by Pacific Airlines,1 hr,PQC,SGN,HB 4594
17,2023-05-07,1:20 PM,Vietnam AirlinesOperated by Pacific Airlines,1 hr 20 min,PQC,SGN,HB 4594
18,2023-05-07,1:50 PM,Vietnam Airlines,1 hr 20 min,PQC,SGN,HB 4594
19,2023-05-07,4:20 PM,Vietnam Airlines,1 hr 20 min,PQC,SGN,HB 4594
20,2023-05-07,4:55 PM,Vietnam AirlinesOperated by Pacific Airlines,1 hr 15 min,PQC,SGN,HB 4594
21,2023-05-07,7:40 PM,Vietnam AirlinesOperated by Pacific Airlines,50 min,PQC,SGN,HB 4594
0,2023-05-07,5:30 AM,VietJet Air,2 hr,SGN,HPH,HB 2600
1,2023-05-07,7:35 PM,VietJet Air,2 hr,SGN,HPH,HB 2600
2,2023-05-07,8:15 PM,VietJet Air,2 hr,SGN,HPH,HB 2600
3,2023-05-07,10:20 AM,VietJet Air,2 hr,SGN,HPH,HB 2835
4,2023-05-07,12:10 PM,VietJet Air,2 hr,SGN,HPH,HB 2835
5,2023-05-07,2:55 PM,VietJet Air,2 hr,SGN,HPH,HB 2835
6,2023-05-07,5:45 PM,VietJet Air,2 hr,SGN,HPH,HB 2835
7,2023-05-07,6:40 AM,Vietnam Airlines,2 hr 10 min,SGN,HPH,HB 3774
8,2023-05-07,8:05 AM,Vietnam Airlines,2 hr 10 min,SGN,HPH,HB 3774
9,2023-05-07,6:25 PM,Vietnam Airlines,2 hr 10 min,SGN,HPH,HB 3774
10,2023-05-07,9:15 PM,Vietnam Airlines,2 hr 10 min,SGN,HPH,HB 3774
11,2023-05-07,10:55 AM,Vietnam Airlines,2 hr 10 min,SGN,HPH,HB 4097
12,2023-05-07,4:55 PM,Vietnam Airlines,2 hr 5 min,SGN,HPH,HB 4097
13,2023-05-07,8:10 AM,Bamboo Airways,2 hr,SGN,HPH,HB 4159
0,2023-05-07,8:05 AM,VietJet Air,2 hr,HPH,SGN,HB 2654
1,2023-05-07,12:55 PM,VietJet Air,2 hr,HPH,SGN,HB 2894
2,2023-05-07,2:45 PM,VietJet Air,2 hr,HPH,SGN,HB 2894
3,2023-05-07,10:15 PM,VietJet Air,2 hr,HPH,SGN,HB 2654
4,2023-05-07,10:50 PM,VietJet Air,2 hr,HPH,SGN,HB 2654
5,2023-05-07,5:30 PM,VietJet Air,2 hr,HPH,SGN,HB 2894
6,2023-05-07,8:20 PM,VietJet Air,2 hr,HPH,SGN,HB 2894
7,2023-05-07,6:25 AM,Vietnam Airlines,2 hr 15 min,HPH,SGN,HB 4419
8,2023-05-07,9:55 PM,Vietnam Airlines,2 hr 15 min,HPH,SGN,HB 4419
9,2023-05-07,7:20 PM,Bamboo Airways,2 hr 10 min,HPH,SGN,HB 4512
10,2023-05-07,9:30 AM,Vietnam Airlines,2 hr 10 min,HPH,SGN,HB 4743
11,2023-05-07,11:15 AM,Vietnam Airlines,2 hr 15 min,HPH,SGN,HB 5066
12,2023-05-07,2:15 PM,Vietnam Airlines,2 hr 15 min,HPH,SGN,HB 5066
0,2023-05-07,6:00 AM,VietJet Air,1 hr 50 min,VII,SGN,HB 3214
1,2023-05-07,10:35 PM,VietJet Air,1 hr 50 min,VII,SGN,HB 3214
2,2023-05-07,9:15 AM,Vietnam Airlines,2 hr,VII,SGN,HB 4145
3,2023-05-07,10:20 PM,VietJet Air,1 hr 50 min,VII,SGN,HB 3388
4,2023-05-07,8:25 AM,VietJet Air,1 hr 50 min,VII,SGN,HB 3710
5,2023-05-07,6:10 PM,VietJet Air,1 hr 50 min,VII,SGN,HB 3710
6,2023-05-07,12:45 PM,VietJet Air,1 hr 50 min,VII,SGN,HB 3980
7,2023-05-07,4:45 PM,VietJet Air,1 hr 50 min,VII,SGN,HB 3980
8,2023-05-07,7:05 PM,VietJet Air,1 hr 50 min,VII,SGN,HB 3980
9,2023-05-07,11:20 AM,Vietnam Airlines,2 hr 5 min,VII,SGN,HB 4145
10,2023-05-07,1:30 PM,Vietnam Airlines,2 hr 5 min,VII,SGN,HB 4145
11,2023-05-07,4:30 PM,Vietnam Airlines,2 hr 5 min,VII,SGN,HB 4468
